Car.FxFL	Car.FxFR	Car.FxRL	Car.FxRR	Car.FyFL	Car.FyFR	Car.FyRL	Car.FyRR	Car.FzFL	Car.FzFR	Car.FzRL	Car.FzRR	Car.Pitch	Car.Road.Lane.Act.Type	Car.Road.Lane.Act.Width	Car.Road.Lane.Act.tMidLane	Car.Road.Lane.OnLeft.Type	Car.Road.Lane.OnLeft.Width	Car.Road.Lane.OnLeft.tMidLane	Car.Road.Lane.OnRight.Type	Car.Road.Lane.OnRight.Width	Car.Road.Lane.OnRight.tMidLane	Car.Road.Route.DevAng	Car.Road.sRoad	Car.Roll	Car.SideSlipAngle	Car.ax	Car.ay	DM.Brake	DM.Clutch	DM.Gas	DM.GearNo	DM.Shifting	DM.Steer.Ang	PT.Engine.rotv	RL_Agent.Gas	RL_Agent.On	RL_Agent.Reward	RL_Agent.Reward_Factor	RL_Agent.Steer	SC.State	SC.TAccel	Sensor.Road.RD001.PreviewDist	Sensor.Road.RD001.Route.CurveXY	Sensor.Road.RD002.Path.CurveXY	Sensor.Road.RD002.PreviewDist	Sensor.Road.RD003.PreviewDist	Sensor.Road.RD003.Route.CurveXY	Sensor.Road.RD004.PreviewDist	Sensor.Road.RD004.Route.CurveXY	Sensor.Road.RD005.PreviewDist	Sensor.Road.RD005.Route.CurveXY	Sensor.Road.RD006.PreviewDist	Sensor.Road.RD006.Route.CurveXY	Sensor.Road.RD007.PreviewDist	Sensor.Road.RD007.Route.CurveXY	Sensor.Road.RD008.PreviewDist	Sensor.Road.RD008.Route.CurveXY	Sensor.Road.RD009.PreviewDist	Sensor.Road.RD009.Route.CurveXY	Sensor.Road.RD010.PreviewDist	Sensor.Road.RD010.Route.CurveXY	Time	UserTest.Road.DrivenDistance	UserTest.Road.LapLength	UserTest.Road.sRoad_StartPos	UserTest.RoadBorderDist.0	UserTest.RoadBorderDist.L30	UserTest.RoadBorderDist.L60	UserTest.RoadBorderDist.L90	UserTest.RoadBorderDist.R30	UserTest.RoadBorderDist.R60	UserTest.RoadBorderDist.R90	VC.Lights.IndL	Vhcl.FL.LongSlip	Vhcl.FR.LongSlip	Vhcl.PoI.x	Vhcl.PoI.y	Vhcl.RL.LongSlip	Vhcl.RR.LongSlip	Vhcl.Yaw	Vhcl.sRoad	Vhcl.tRoad	Vhcl.v
0.76226367	        0.76226233	         1.1708496	         1.1708645	        -252.26957	         252.26962	        -343.27769	         343.28068	         3920.9579	         3920.9721	         3920.7432	         3920.7579	    -0.00045125283	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	                 0	         3.5225552	     1.2117322e-07	    -1.2529356e-11	     -0.0072501477	      -0.029027856	                 0	                 0	                 0	                 0	                 0	                 0	         79.928051	        0.99052143	                 1	         35.225552	                 1	         2.8813307	                 8	                 1	         6.5555556	                 0	                 0	         7.6666667	         8.7777778	                 0	         9.8888889	                 0	                11	                 0	         12.111111	                 0	         13.222222	                 0	         14.333333	                 0	         15.444444	                 0	         16.555556	                 0	                 0	         3.5225552	         16449.238	                 0	                 2	                 2	                 2	                 2	                 2	                 2	                 2	                 2	     3.8530826e-06	     3.8530636e-06	        -87.745976	         44.055542	     5.1476386e-06	      5.147686e-06	     -0.0057072266	         3.5225552	                -8	         5.5555556
-72.196144	        -87.537108	         -69.18968	        -83.006427	         159.37774	         616.64766	        -279.81602	         366.67241	         3821.5537	         4050.4369	         3818.5422	         3996.9612	    -0.00029656206	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      0.0011778984	         4.0769544	      0.0010077219	      0.0048845855	       -0.21443565	        0.54728909	                 0	                 1	         0.9894819	                 1	                 1	        0.27172474	         97.929842	         0.9894819	                 1	       0.054270272	        0.98083609	         2.1976502	                 8	                 1	         6.5348309	                 0	                 0	         7.6417971	         8.7487633	                 0	         9.8557294	                 0	         10.962696	                 0	         12.069662	                 0	         13.176628	                 0	         14.283594	                 0	          15.39056	                 0	         16.497527	                 0	               0.1	         4.0769544	         16449.238	                 0	         105.10264	         17.844592	         10.379971	         8.9540717	         17.844592	         10.379971	         8.9540717	                 2	    -0.00037366078	    -0.00043245406	         -87.19146	         44.053568	    -0.00030949397	    -0.00036046423	      -0.004499529	         4.0769544	        -7.9966673	         5.5346189
-71.780315	        -88.491091	         -66.78061	        -83.627828	         255.77787	         745.80442	         -150.7615	         500.54279	         3766.9344	         4101.3324	         3747.5104	         4036.9816	    -0.00013834162	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      0.0057918392	         4.6291623	      0.0024843557	       0.013073083	        -0.2271363	        0.85166175	                 0	        0.83343679	         0.9894819	                 1	                 1	        0.49148976	         199.83783	         0.9894819	                 1	       0.052372203	        0.95030627	         2.1976502	                 8	                 1	         6.5134376	                 0	                 0	         7.6161251	         8.7188126	                 0	         9.8215001	                 0	         10.924188	                 0	         12.026875	                 0	         13.129563	                 0	          14.23225	                 0	         15.334938	                 0	         16.437625	                 0	               0.2	         4.6291623	         16449.238	                 0	         105.10264	         17.844592	         10.278217	         8.9540717	         18.021253	         10.379971	         8.9540717	                 2	    -0.00037496574	    -0.00043628658	        -86.639074	          44.05687	    -0.00030556056	    -0.00035866178	     0.00014714852	         4.6291623	        -7.9832401	         5.5132217
-160.32405	        -150.58308	         2899.4722	         2903.2656	        -199.31911	         116.34967	         -238.6415	         558.50111	         3884.4244	         3760.0934	         4022.7082	         3984.4275	    -0.00073049063	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.012022828	         5.1806895	       0.000432004	         0.0148674	         3.4104646	        0.15002381	                 0	        0.60485974	         0.9915443	                 1	                 1	        0.29918412	         373.16335	         0.9915443	                 1	       0.052749578	        0.94386852	        -1.9646797	                 8	                 1	         6.5651851	                 0	                 0	         7.6782221	         8.7912591	                 0	         9.9042962	                 0	         11.017333	                 0	          12.13037	                 0	         13.243407	                 0	         14.356444	                 0	         15.469481	                 0	         16.582518	                 0	               0.3	         5.1806895	         16449.238	                 0	         105.10264	         17.496448	         10.278217	         8.9540717	         18.199664	         10.379971	         8.9540717	                 0	    -0.00085931569	    -0.00083045347	        -86.087838	          44.06706	       0.014775045	       0.015028414	      0.0063688442	         5.1806895	        -7.9629454	         5.5684837
-199.18374	        -180.99539	         5575.2365	         5219.4227	         18.078226	        -534.91877	        -197.31083	          106.6111	         2948.6192	         2548.8555	         5246.5631	         4903.6009	      -0.013815773	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.016073207	         5.7726399	     -0.0031691794	      0.0064213992	         6.4688272	       -0.37982301	                 0	         0.4047797	         0.9900381	                 1	                 1	       0.045691548	         424.29723	         0.9900381	                 1	       0.061257136	        0.97495763	        -2.7352824	                 8	                 1	         7.1605647	                 0	                 0	         8.3926776	         9.6247906	                 0	         10.856904	                 0	         12.089016	                 0	         13.321129	                 0	         14.553242	                 0	         15.785355	                 0	         17.017468	                 0	         18.249581	                 0	               0.4	         5.7726399	         16449.238	                 0	         105.10264	         17.324931	          10.17746	         8.9540717	         18.561801	         10.482733	         8.9540717	                 0	     -0.0013222202	     -0.0014149426	         -85.50443	         44.078961	        0.47732124	         0.7537458	       0.010391336	         5.7726399	        -7.9444794	         6.1670092
-186.91822	        -164.14603	         6760.4258	         6328.6778	        -169.25461	        -536.49121	        -147.82162	         28.826523	           2374.44	         1907.8426	         6286.7434	         5894.5926	      -0.031673347	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.016524489	         6.4347327	     -0.0041276741	     -0.0013716083	         7.9961805	       -0.53052153	                 0	        0.22964391	         0.9938816	                 1	                 1	       -0.18685034	         471.96621	         0.9938816	                 1	       0.069248584	         0.9945435	        -1.8988262	                 8	                 1	         7.8953934	                 0	                 0	         9.2744721	         10.653551	                 0	         12.032629	                 0	         13.411708	                 0	         14.790787	                 0	         16.169866	                 0	         17.548944	                 0	         18.928023	                 0	         20.307102	                 0	               0.5	         6.4347327	         16449.238	                 0	         105.10264	         17.324931	          10.17746	         8.9540717	         18.561801	         10.482733	          9.042717	                 0	     -0.0015599252	     -0.0017854574	         -84.85367	          44.08755	        0.39061156	         1.0002389	       0.010798989	         6.4347327	        -7.9319456	         6.9033771
-185.74256	        -162.28325	         6122.1722	         5756.1173	         -526.6264	         -330.7546	        -197.59775	        -15.358171	         2560.0733	         2084.8016	          5640.786	         5301.2572	      -0.033981691	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.012439003	         7.1669113	     -0.0035242279	     -0.0053410778	          7.200778	       -0.67305828	                 0	       0.076342532	        0.98945934	                 1	                 1	       -0.34773033	         515.77279	        0.98945934	                 1	       0.075067485	        0.97908258	       -0.69038343	                 8	                 1	         8.6735447	                 0	                 0	         10.208254	         11.742963	                 0	         13.277672	                 0	         14.812381	                 0	         16.347089	                 0	         17.881798	                 0	         19.416507	                 0	         20.951216	                 0	         22.485925	                 0	               0.6	         7.1669113	         16449.238	                 0	         105.10264	         17.324931	          10.17746	         8.8662954	         18.379841	         10.482733	          9.042717	                 0	     -0.0014447426	     -0.0015673841	        -84.123639	         44.091496	        0.25187607	         1.1051031	      0.0066673079	         7.1669113	        -7.9288213	         7.6807608
-185.33032	         -161.8265	         5388.1906	         4956.8252	        -721.97438	         -161.0997	        -344.83484	        -43.169201	         2916.6053	         2371.8428	         4999.2859	         4539.1933	      -0.027020218	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      0.0039201741	         7.9667131	     -0.0041526392	     -0.0050646963	         6.1918868	       -0.79200764	                 0	                 0	        0.98945934	                 1	                 0	       -0.41676867	         575.77994	        0.98945934	                 1	       0.081495502	        0.98014348	       -0.69038343	                 8	                 1	         9.3391409	                 0	                 0	         11.006969	         12.674797	                 0	         14.342626	                 0	         16.010454	                 0	         17.678282	                 0	          19.34611	                 0	         21.013938	                 0	         22.681766	                 0	         24.349595	                 0	               0.7	         7.9667131	         16449.238	                 0	         105.10264	         17.669662	         10.278217	         8.8662954	         18.199664	         10.482733	          9.042717	                 0	     -0.0012714269	     -0.0013511795	        -83.320499	         44.089465	         0.1931361	         1.2671958	      -0.001892322	         7.9667131	         -7.937993	         8.3453553
-181.38944	         -176.5287	         5367.1998	         4850.9145	        -400.53979	         112.45022	        -842.66902	        -60.720358	         3112.9827	         2644.5307	         5050.9588	         4463.4784	       -0.02135905	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	     -0.0075755602	         8.8298337	     -0.0051528727	     -0.0015243117	         6.1101564	       -0.75444433	                 0	                 0	        0.98507595	                 1	                 0	       -0.27581095	         639.09787	        0.98507595	                 1	       0.088886644	         0.9939397	          1.430789	                 8	                 1	         9.9486824	                 0	                 0	         11.738419	         13.528155	                 0	         15.317892	                 0	         17.107628	                 0	         18.897365	                 0	         20.687101	                 0	         22.476838	                 0	         24.266574	                 0	         26.056311	                 0	               0.8	         8.8298337	         16449.238	                 0	         105.10264	         18.021253	         10.278217	         8.8662954	         17.844592	         10.379971	          9.042717	                 0	     -0.0011428478	     -0.0013160734	        -82.454604	         44.080171	        0.12879305	         1.4557696	      -0.013397801	         8.8298337	        -7.9582566	         8.9548006
-166.41828	        -185.15227	         5124.7613	         5027.6317	        -32.155022	         293.49108	        -1425.1876	        -10.272664	         3156.3557	         2723.5952	         5380.1795	         4646.1608	      -0.020291873	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      -0.016734264	         9.7567359	     -0.0058276627	     -0.0024684855	         6.0916274	       -0.69927767	                 0	                 0	         0.9855361	                 1	                 0	      -0.082724327	         682.16342	         0.9855361	                 1	       0.094901619	         0.9902226	          2.106569	                 8	                 1	         10.573305	                 0	                 0	         12.487966	         14.402627	                 0	         16.317288	                 0	         18.231949	                 0	          20.14661	                 0	         22.061271	                 0	         23.975932	                 0	         25.890593	                 0	         27.805254	                 0	               0.9	         9.7567359	         16449.238	                 0	         105.10264	         18.379841	         10.379971	         8.9540717	         17.496448	         10.278217	          9.042717	                 0	     -0.0010083072	     -0.0013197956	         -81.52759	         44.062013	       0.019023789	         1.5499114	       -0.02249037	         9.7567359	        -7.9839091	         9.5794019
-88.014946	        -132.26846	         1491.5501	         5215.5011	        -118.77035	         347.45139	         202.30766	         48.071444	         3147.1615	         3007.8942	         4796.8948	         4812.3643	      -0.020013531	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      -0.017616477	         10.744854	     -0.0033334451	     -0.0034523963	         4.0840961	        0.38057945	                 0	                 1	        0.98467666	                 2	                 1	       0.096935335	          729.7268	        0.98467666	                 1	       0.099707274	        0.98637852	         1.4739723	                 8	                 1	          11.12761	                 0	                 0	         13.153132	         15.178654	                 0	         17.204176	                 0	         19.229698	                 0	          21.25522	                 0	         23.280742	                 0	         25.306264	                 0	         27.331786	                 0	         29.357308	                 0	                 1	         10.744854	         16449.238	                 0	         105.10264	         18.379841	         10.379971	         8.9540717	         17.496448	         10.278217	         8.9540717	                 0	    -0.00066932074	    -0.00090619265	        -80.539993	         44.035454	      0.0056784722	        0.81496648	      -0.023277095	         10.744854	        -8.0046793	         10.131681
-177.9795	        -205.59306	          4880.093	         5573.7634	         154.15299	         416.45288	         56.861084	         132.47178	          2691.956	         3438.7526	         4515.0556	         5226.2607	      -0.016450696	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      -0.010214088	         11.780713	      0.0047264858	      -0.005429884	         6.2108562	        0.49391344	                 0	                 0	        0.98256063	                 2	                 0	        0.19715631	         629.18906	        0.98256063	                 1	        0.10456287	        0.97874217	       -0.49170515	                 8	                 1	         11.648421	                 0	                 0	         13.778105	         15.907789	                 0	         18.037473	                 0	         20.167157	                 0	         22.296841	                 0	         24.426525	                 0	         26.556209	                 0	         28.685893	                 0	         30.815578	                 0	               1.1	         11.780713	         16449.238	                 0	         105.10264	         18.199664	         10.379971	         8.9540717	         17.496448	         10.278217	         8.9540717	                 0	     -0.0012939912	     -0.0011737839	        -79.502845	         44.009687	        0.84547214	         0.7500347	      -0.015831556	         11.780713	         -8.009716	         10.654626
-164.85963	        -189.93768	         5456.2966	         6235.6601	         303.05788	         380.18912	         119.50173	         223.20535	         2259.8061	         2936.2285	         5091.7909	          5789.797	      -0.024102719	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	     0.00087552897	         12.883653	      0.0076641216	      -0.011047499	         7.0657918	        0.68067472	                 0	                 0	        0.98256063	                 2	                 0	        0.14798579	          553.7107	        0.98256063	                 1	        0.10880235	        0.95768012	       -0.49170515	                 8	                 1	         12.316737	                 0	                 0	         14.580084	         16.843431	                 0	         19.106778	                 0	         21.370126	                 0	         23.633473	                 0	          25.89682	                 0	         28.160168	                 0	         30.423515	                 0	         32.686862	                 0	               1.2	         12.883653	         16449.238	                 0	         105.10264	         18.021253	         10.379971	         8.9540717	         17.844592	         10.278217	         8.9540717	                 0	     -0.0014579098	     -0.0012704905	        -78.405299	         43.988752	          1.355239	        0.83454897	     -0.0046984042	         12.883653	        -8.0079268	          11.32379
-173.48626	        -178.47707	         5506.0787	         5770.8939	         107.31626	         289.74538	         184.71907	         438.30401	         2502.0399	         2766.5044	         5110.8089	         5361.1346	       -0.02643803	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.015509004	         14.053211	      0.0038323149	      -0.019287167	         6.7977991	        0.64030276	                 0	                 0	         0.9833251	                 2	                 0	      0.0078451807	         527.92961	         0.9833251	                 1	        0.11160113	        0.92837696	         -1.410595	                 8	                 1	         13.016071	                 0	                 0	         15.419286	           17.8225	                 0	         20.225714	                 0	         22.628928	                 0	         25.032143	                 0	         27.435357	                 0	         29.838571	                 0	         32.241786	                 0	            34.645	                 0	               1.3	         14.053211	         16449.238	                 0	         105.10264	         17.669662	         10.278217	         8.9540717	         18.199664	         10.379971	         8.9540717	                 0	     -0.0013669988	       -0.00126553	        -77.237703	         43.974293	         1.2522782	        0.51039715	       0.009953137	         14.053211	        -7.9986689	          12.02286
-176.72493	        -172.51923	         5103.8179	         5380.8761	        -88.647554	         195.61292	          195.9473	         687.16902	         2653.4742	         2876.0493	         4711.7558	         5038.9394	      -0.023702847	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	        0.02995826	         15.287619	      0.0024633817	      -0.027454461	          6.276556	         0.6180753	                 0	                 0	          0.976729	                 2	                 0	       -0.15879485	         513.22295	          0.976729	                 1	        0.11404229	        0.90104877	        -1.7562779	                 8	                 1	         13.666433	                 0	                 0	          16.19972	         18.733006	                 0	         21.266293	                 0	          23.79958	                 0	         26.332866	                 0	         28.866153	                 0	          31.39944	                 0	         33.932726	                 0	         36.466013	                 0	               1.4	         15.287619	         16449.238	                 0	         105.10264	         17.155095	          10.17746	         8.9540717	         18.745563	         10.482733	         8.9540717	                 0	     -0.0013087448	     -0.0011737417	        -76.001906	         43.966576	          1.139376	        0.33189807	       0.024383601	         15.287619	        -7.9809531	           12.6727
-181.82657	        -170.81943	         4951.2684	         5337.7794	        -135.07741	         167.95542	         183.54911	         1264.0875	         2717.6207	         3040.0131	         4561.8188	         5108.9944	       -0.02088492	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.041050349	          16.58478	      0.0035315266	      -0.031702482	          6.140506	        0.93423821	                 0	                 0	         0.9813643	                 2	                 0	       -0.28816016	         505.80808	         0.9813643	                 1	        0.11785461	        0.88746112	       -0.81214553	                 8	                 1	         14.282985	                 0	                 0	         16.939582	         19.596179	                 0	         22.252777	                 0	         24.909374	                 0	         27.565971	                 0	         30.222568	                 0	         32.879165	                 0	         35.535762	                 0	         38.192359	                 0	               1.5	          16.58478	         16449.238	                 0	         105.10264	         16.820403	          10.17746	         8.9540717	         19.118562	         10.586512	         8.9540717	                 0	     -0.0013144193	     -0.0010976873	        -74.703093	         43.966537	         1.0828048	        0.17812033	       0.035427176	          16.58478	         -7.958091	         13.289099
-187.20178	        -148.17573	         4775.5742	         4799.7797	        -167.94132	         122.70681	         76.200619	         3292.1896	         2563.5634	         3268.8365	         4352.9324	         5641.3547	      -0.019788811	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.044431933	         17.944213	      0.0071813243	      -0.022356998	         5.7093145	          1.959562	                 0	                 0	        0.98450536	                 2	                 0	       -0.32382797	          499.9555	        0.98450536	                 1	        0.12755453	        0.91791289	         1.0856354	                 8	                 1	         14.891383	                 0	                 0	          17.66966	         20.447937	                 0	         23.226214	                 0	          26.00449	                 0	         28.782767	                 0	         31.561044	                 0	          34.33932	                 0	         37.117597	                 0	         39.895874	                 0	               1.6	         17.944213	         16449.238	                 0	         105.10264	         16.655513	         10.077691	         8.9540717	         19.498984	         10.586512	         8.9540717	                 0	     -0.0014309282	    -0.00090536757	        -73.343204	          43.97873	         1.0553526	       0.019004703	       0.038678791	         17.944213	         -7.930947	         13.897051
-166.43241	        -174.04416	         4892.7166	         4702.1233	        -69.920461	         252.56497	        -30.595148	          138.0154	         2694.1081	         3246.8856	         4517.2008	         5065.9978	      -0.018970642	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.034611717	         19.362101	      0.0083104534	     -0.0050241706	          5.712652	        0.20792633	                 0	                 0	        0.98450536	                 2	                 0	       -0.21526443	         507.27161	        0.98450536	                 1	        0.14174777	        0.98029924	         1.0856354	                 8	                 1	         15.448238	                 0	                 0	         18.337885	         21.227533	                 0	          24.11718	                 0	         27.006828	                 0	         29.896475	                 0	         32.786123	                 0	          35.67577	                 0	         38.565418	                 0	         41.455066	                 0	               1.7	         19.362101	         16449.238	                 0	         105.10264	         16.820403	         10.077691	         8.9540717	         19.307836	         10.586512	         8.9540717	                 0	     -0.0012129631	     -0.0010522071	        -71.925712	         44.008937	        0.97649322	       0.017984484	       0.028784253	         19.362101	         -7.904647	         14.453946
-180.10907	        -181.29939	         5592.8218	         5150.0313	        -122.84653	         114.01908	        -93.906618	        -803.49324	         3118.1443	         2673.9494	          5224.898	         4640.7455	      -0.020028447	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.023367152	          20.83854	     -0.0017537105	      0.0048034813	         6.4143463	       -0.56908511	                 0	                 0	         0.9826653	                 2	                 0	      -0.096437261	         503.21214	         0.9826653	                 1	        0.14790142	        0.98114829	         1.1893084	                 8	                 1	         16.052197	                 0	                 0	         19.062637	         22.073076	                 0	         25.083516	                 0	         28.093955	                 0	         31.104395	                 0	         34.114834	                 0	         37.125273	                 0	         40.135713	                 0	         43.146152	                 0	               1.8	          20.83854	         16449.238	                 0	         105.10264	         16.986925	         10.077691	         8.8662954	         18.931144	         10.586512	          9.042717	                 0	     -0.0011321689	     -0.0013318137	        -70.450924	          44.04487	        0.82981061	       0.022847637	       0.017561637	          20.83854	        -7.8814952	         15.058604
-187.83772	        -181.94752	         6025.7635	         5449.1261	        -297.27028	         -77.68757	        -161.12312	        -1073.2643	         3188.0042	         2430.4729	         5603.3704	         4730.4065	      -0.022653418	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.015379821	         22.379549	      -0.007601213	      0.0070631796	         6.8707307	         -1.022883	                 0	                 0	        0.98404014	                 2	                 0	      -0.036116103	         483.86668	        0.98404014	                 1	        0.15312071	        0.97252357	        0.39728567	                 8	                 1	         16.721121	                 0	                 0	         19.865345	         23.009569	                 0	         26.153794	                 0	         29.298018	                 0	         32.442242	                 0	         35.586466	                 0	          38.73069	                 0	         41.874915	                 0	         45.019139	                 0	               1.9	         22.379549	         16449.238	                 0	         105.10264	         17.155095	         10.077691	         8.8662954	         18.745563	         10.586512	          9.042717	                 0	     -0.0011544725	     -0.0014767648	        -68.912209	         44.075978	         0.6030541	       0.024514791	      0.0096099961	         22.379549	        -7.8559684	         15.727982
-182.73226	        -175.76134	            5838.6	         5336.1606	        -382.95857	        -150.06602	        -204.14102	        -816.57326	         2995.6548	         2492.1849	         5421.7983	         4870.0321	      -0.024195928	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	       0.010449291	          23.98814	     -0.0061481509	      0.0054341991	         6.6856107	       -0.97053621	                 0	                 0	        0.98434323	                 2	                 0	      -0.035359025	         461.80053	        0.98434323	                 1	         0.1606707	        0.97872564	       -0.39805084	                 8	                 1	         17.403049	                 0	                 0	         20.683659	         23.964269	                 0	         27.244879	                 0	         30.525489	                 0	         33.806099	                 0	         37.086708	                 0	         40.367318	                 0	         43.647928	                 0	         46.928538	                 0	                 2	          23.98814	         16449.238	                 0	         105.10264	         17.324931	         10.077691	         8.7793795	         18.561801	         10.586512	         9.1322399	                 0	      -0.001198105	     -0.0013886576	        -67.305124	         44.097301	        0.38254346	       0.022407572	      0.0047031414	          23.98814	        -7.8312344	         16.409733
-181.77123	        -170.36418	         5545.3095	         5147.8072	          -461.886	        -186.87089	        -260.54311	        -469.47803	         2982.5107	          2569.466	          5158.544	         4794.0624	      -0.023490672	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      0.0067921705	         25.662442	     -0.0038621353	      0.0035573069	         6.3723754	        -0.8553354	                 0	                 0	        0.98472387	                 2	                 0	      -0.081202121	         446.95927	        0.98472387	                 1	         0.1682035	         0.9859704	       -0.64963466	                 8	                 1	         18.054594	                 0	                 0	         21.465512	         24.876431	                 0	          28.28735	                 0	         31.698269	                 0	         35.109187	                 0	         38.520106	                 0	         41.931025	                 0	         45.341944	                 0	         48.752862	                 0	               2.1	         25.662442	         16449.238	                 0	         105.10264	         17.324931	         10.077691	         8.7793795	         18.561801	         10.586512	         9.1322399	                 0	     -0.0012017579	     -0.0013047816	        -65.630979	         44.109258	        0.21789903	       0.021507173	      0.0010477356	         25.662442	        -7.8132299	         17.060968
-192.01691	         -175.4131	         5983.0521	         5301.7298	        -581.24097	         -268.6577	        -717.87836	        -270.12125	         3087.3912	         2559.6628	         5187.7198	         4662.0549	      -0.022120053	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	      0.0025999193	          27.40046	     -0.0039843373	      0.0021672057	         6.7212219	        -1.1454829	                 0	                 0	        0.98472387	                 2	                 0	       -0.14616559	         435.69159	        0.98472387	                 1	        0.17545358	        0.99140568	       -0.64963466	                 8	                 1	         18.689231	                 0	                 0	         22.227077	         25.764923	                 0	         29.302769	                 0	         32.840615	                 0	         36.378461	                 0	         39.916308	                 0	         43.454154	                 0	            46.992	                 0	         50.529846	                 0	               2.2	          27.40046	         16449.238	                 0	         105.10264	         17.496448	         10.077691	         8.7793795	         18.379841	         10.586512	         9.1322399	                 0	     -0.0012471506	     -0.0013692813	        -63.892749	         44.112602	       0.080182884	       0.023644395	     -0.0031543049	          27.40046	        -7.8056681	         17.695906
-163.80872	         -152.4624	         4478.5334	         4492.7021	        -511.39758	        -156.24016	        -852.01978	         121.29541	         3218.5386	         2562.4548	         5211.9043	         4521.4505	       -0.02114641	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	     -0.0014266407	         29.201896	     -0.0060487015	    -6.4549206e-06	         5.3062399	       -0.87671823	                 0	                 0	         0.9857987	                 2	                 0	        -0.1297627	         435.22047	         0.9857987	                 1	        0.18279641	        0.99997418	         0.1722477	                 8	                 1	         19.280184	                 0	                 0	         22.936221	         26.592258	                 0	         30.248295	                 0	         33.904332	                 0	         37.560369	                 0	         41.216405	                 0	         44.872442	                 0	         48.528479	                 0	         52.184516	                 0	               2.3	         29.201896	         16449.238	                 0	         105.10264	         17.496448	         10.077691	         8.7793795	         18.199664	         10.586512	         9.1322399	                 0	     -0.0010050136	     -0.0011722657	        -62.091325	         44.105036	       0.016646528	       0.019142507	     -0.0071664148	         29.201896	        -7.8097204	         18.285491
-165.98765	        -161.44836	         4510.2723	         4520.8544	        -319.24481	         19.548384	        -719.29177	           210.039	         3216.2265	         2790.4069	         4980.4616	         4583.8476	      -0.018973814	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	     -0.0043677484	         31.056703	     -0.0050626365	    -0.00092427025	         5.3239853	       -0.51220318	                 0	                 0	         0.9877217	                 2	                 0	      -0.066153087	         448.26328	         0.9877217	                 1	        0.18744405	        0.99631654	         0.7990699	                 8	                 1	         19.812094	                 0	                 0	         23.574512	         27.336931	                 0	          31.09935	                 0	         34.861769	                 0	         38.624187	                 0	         42.386606	                 0	         46.149025	                 0	         49.911443	                 0	         53.673862	                 0	               2.4	         31.056703	         16449.238	                 0	         105.10264	         17.669662	          10.17746	         8.7793795	         18.199664	         10.586512	         9.1322399	                 0	     -0.0010114719	     -0.0011340785	        -60.235796	         44.087718	       0.017513608	       0.019008881	      -0.010099544	         31.056703	        -7.8198133	         18.817419
-160.77639	        -166.43072	         4517.1029	         4515.3209	        -58.556392	         234.76824	        -586.78173	         373.00347	         3044.6136	         3007.7322	         4850.2782	         4794.9765	      -0.018139379	                 0	                16	                -8	                 4	                 1	               0.5	                 4	                 1	             -16.5	     -0.0060420296	         32.965403	     -0.0016931424	    -0.00069585228	         5.3208583	      -0.021643952	                 0	                 0	         0.9872829	                 2	                 0	        0.01931844	         460.93694	         0.9872829	                 1	        0.19300808	        0.99722432	        0.91263187	                 8	                 1	         20.344424	                 0	                 0	         24.213308	         28.082193	                 0	         31.951078	                 0	         35.819963	                 0	         39.688847	                 0	         43.557732	                 0	         47.426617	                 0	         51.295502	                 0	         55.164386	                 0	               2.5	         32.965403	         16449.238	                 0	         105.10264	         17.669662	          10.17746	         8.7793795	         18.021253	         10.482733	         9.1322399	                 0	     -0.0010306404	     -0.0010844228	        -58.327223	         44.064577	       0.017976126	       0.018117833	      -0.011756729	         32.965403	        -7.8322326	         19.349745
